playername,playerid,league,position,teamname,n_games,dpm,damageshare,earnedgoldshare,cspm,jungle_cs_share,deaths_pm,death_share,dmg_taken_pm,kp,kill_ratio,wpm,wcpm,dpm_z,damageshare_z,earnedgoldshare_z,cspm_z,jungle_cs_share_z,deaths_pm_z,death_share_z,dmg_taken_pm_z,kp_z,kill_ratio_z,wpm_z,wcpm_z,cluster,role_cluster,playstyle,pc1,pc2
Starry,oe:player:0be01924125adebc1a95bbb09d0c4d1,LPL,bot,Oh My God,32,635.0647,0.267754675,0.26495478125,9.348078125,0.03312693498452012,0.09589616092473606,0.18470149253731344,505.35076250000003,0.782258064516129,0.46048109965635736,0.38555625,0.32435625,-0.9193154423173385,-0.33907481990416094,0.6627692344978369,0.16783071978152245,-0.34701875526396714,1.3305509336516956,0.8563606679664953,0.44571466080422223,2.352638427603394,0.6238270986729791,-0.516523255261568,0.05414558656237866,1,bot_1,Penyerang Seimbang,-0.4007311409680187,0.8821553129058525
Light,oe:player:3c4d21c7addb20fea3fec30418ac3d3,LPL,bot,Weibo Gaming,99,715.8327323232323,0.2747902626262626,0.2539512424242424,9.084861616161616,0.03309357376827744,0.06378737541528239,0.1471004243281471,439.01678686868684,0.7099447513812155,0.42120622568093385,0.3731060606060606,0.33117070707070706,0.21169886436420207,0.10299032231187488,-0.46110152615139344,-0.5402832428111977,-0.3499585472566309,-0.5169295521215617,-0.7609489116558811,-1.3822390045476436,0.09925938970143548,-0.1840673052729066,-0.7625132153549593,0.18121498228529478,1,bot_1,Penyerang Seimbang,0.0859818081574687,-1.0909606183324019
Peyz,oe:player:5bbc2b92348d930ebd500cb9ce71bb7,LPL,bot,JD Gaming,95,737.5943557894736,0.2809436105263158,0.2624124315789474,9.650791578947368,0.029976707288255747,0.06135636735493136,0.1419939577039275,489.9843915789474,0.7048951048951049,0.43353174603174605,0.4253357894736842,0.3755294736842105,0.5164321452052656,0.4896219384668351,0.40310073112928707,0.9822007011735862,-0.6246169725824943,-0.6568052864726377,-0.9805899426880523,0.02226628791588036,-0.05809431250534628,0.06947186390109009,0.26943806773874573,1.0083743010843949,1,bot_1,Penyerang Seimbang,1.46487617804261,-0.2429377245771837
Wako,oe:player:64ff4f1dd75a5654ab87c0bbee89c1e,LPL,bot,Ultra Prime,39,649.6613384615384,0.27397012820512817,0.25232033333333337,9.209723076923076,0.024278324712164193,0.07409408405047659,0.17297297297297298,434.27760512820515,0.6833667334669339,0.36363636363636365,0.3861871794871795,0.3357538461538462,-0.7149151807956858,0.05145904180280786,-0.6276780311807617,-0.20437671420815828,-1.1267587214464845,0.07609951372291585,0.3518897061130199,-1.5128357997922321,-0.7289470060598631,-1.3682943867104962,-0.5040573951479391,0.26667692118458003,1,bot_1,Penyerang Seimbang,-1.3727985126081725,-1.211172530091733
Ahn,oe:player:66d0ff0f8f9b5296770c1dbda549950,LPL,bot,EDward Gaming,43,718.7004023255813,0.28049646511627907,0.24895686046511628,9.035090697674418,0.030858321434237664,0.06438228771729022,0.18633540372670807,484.028111627907,0.7309417040358744,0.3946830265848671,0.42961395348837206,0.3721441860465116,0.25185554153219647,0.46152657390321744,-0.971213767336618,-0.6741786525914731,-0.5469290912977259,-0.4826993920184233,0.9266389963416432,-0.14186986802449314,0.7535523673106261,-0.7296564302148117,0.35396572928245956,0.9452487358328661,1,bot_1,Penyerang Seimbang,-0.5633813210739397,0.4517615214676205
Shaoye,oe:player:6d734e1e86b978852d95cfd63d6a643,LPL,bot,LGD Gaming,55,721.4927436363636,0.27898774545454547,0.2653115090909091,9.28202,0.03343871595330739,0.08169934640522876,0.17159763313609466,477.6142890909091,0.7132530120481928,0.42905405405405406,0.44303454545454546,0.3143690909090909,0.2909573727987259,0.3667296063636789,0.6992044210551659,-0.00988108432084556,-0.319544601179225,0.5136923272366426,0.2927331342559115,-0.31861444429691615,0.20234919316506636,-0.022635428247941843,0.6191288346562409,-0.13208528370397085,1,bot_1,Penyerang Seimbang,0.18272784357960137,0.16817037217951794
Hope,oe:player:7cf68f44e5dc31827b1d3f0a3b4a28e,LPL,bot,Anyone's Legend,93,792.2005677419354,0.27520105376344084,0.2612267311827957,9.339652688172043,0.03226258450975584,0.061109114081239174,0.1506849315068493,463.2546978494624,0.7426900584795322,0.43622047244094486,0.4826451612903226,0.3841892473118279,1.2810961487154005,0.12880144884804592,0.2819966002467997,0.14516432440552796,-0.4231853610040911,-0.6710317852623652,-0.6067709035713392,-0.7143191671473627,1.1196467209711976,0.12477966758984313,1.401752576385074,1.169853372790457,1,bot_1,Penyerang Seimbang,1.6639537763509313,-0.3473523660333161
Taeyoon,oe:player:952237fce714ed1eca8ded17523bee9,LPL,bot,Team WE,104,753.8770759615384,0.289472375,0.25404550000000004,8.9879,0.02251400908518187,0.08240937954097578,0.15834767641996558,503.3491201923077,0.7044534412955465,0.4224137931034483,0.4424644230769231,0.4132230769230769,0.7444430170387757,1.0255074508457216,-0.4514743203005149,-0.8011326649944912,-1.2822303000305646,0.5545463284619084,-0.27717838547462115,0.3905557568150213,-0.07185713782621453,-0.1592273283541456,0.6078643971057609,1.7112481084154814,1,bot_1,Penyerang Seimbang,-0.16679312179100073,0.8826322604832808
JackeyLove,oe:player:c54e1090ef1faa736b12493051c4855,LPL,bot,Top Esports,98,791.3868663265306,0.2692248673469388,0.25335802040816324,9.327346938775511,0.03076923076923077,0.0748009204668824,0.1700921332388377,503.57813775510203,0.7220259128386337,0.4078303425774878,0.38127755102040817,0.43377959183673465,1.2697016908374767,-0.2466986285383701,-0.5216915680462865,0.11205898079958587,-0.5547797650172678,0.11676958159450077,0.22797807484085444,0.3968667533949138,0.4757244526541599,-0.45921271029369704,-0.6010614866039586,2.094566089751972,1,bot_1,Penyerang Seimbang,0.21183273198896607,1.1655005693595024
Zven,oe:player:10fcffece0ac7be85f09c4b51a75762,LTA N,bot,Cloud9,43,792.2485372093024,0.29780093023255816,0.24903723255813953,9.275441860465117,0.02871391869427233,0.056910664309050674,0.1694560669456067,506.26903255813954,0.7363770250368189,0.384,0.36705348837209306,0.30911860465116275,1.2817678767780436,1.5488132710435334,-0.9630047859578666,-0.027577817983526084,-0.7358939647045735,-0.9126028662468421,0.20061938110388675,0.4710192668162072,0.9229242004742648,-0.9494090741194108,-0.8820995087988818,-0.2299912663998421,1,bot_1,Penyerang Seimbang,0.031199007660531394,0.9804609845306145
Bvoy,oe:player:494fc60dffbb5da1caa2226baef0ec7,LTA N,bot,Shopify Rebellion,45,734.4101533333333,0.2981656222222222,0.26190973333333334,9.08554,0.02376405686399321,0.06311112065171892,0.1478129713423831,475.69068444444446,0.7156488549618321,0.4106666666666667,0.4020755555555555,0.29630666666666666,0.471842987469534,1.5717278625232967,0.35175653462835815,-0.5384582316442429,-1.1720760291591263,-0.5558400079133842,-0.7303006038566285,-0.37162287822128137,0.2770068456173655,-0.40086878382156055,-0.19013598629682826,-0.4688958777044779,1,bot_1,Penyerang Seimbang,0.3159353768446723,-0.2783508711554305
FBI,oe:player:73d2b65353d7b00e0f198ffdc085edc,LTA N,bot,100 Thieves,48,796.1085708333334,0.2835424375,0.2488600625,8.828089583333332,0.023074745186862967,0.06869990631830956,0.16224188790560473,510.81979791666663,0.7105606258148631,0.42018348623853213,0.44370833333333337,0.2199354166666667,1.3358208619439955,0.6529133189093353,-0.9811004414700221,-1.2310600578804387,-1.2328182075658205,-0.23427155571653926,-0.10967927332800592,0.5964239050593741,0.11845085637054151,-0.20510532242168542,0.6324414878352466,-1.8929929829338532,1,bot_1,Penyerang Seimbang,-1.067785908204992,0.1359703273079594
Hena,oe:player:9712524dc88851032bd53054f8b49b4,LTA N,bot,LYON,33,688.6243575757576,0.27833575757575757,0.25524078787878784,9.09588787878788,0.03683168316831683,0.06690676752912102,0.15481171548117154,431.13107575757573,0.704225352112676,0.39,0.4832969696969697,0.2743060606060606,-0.16930659306471504,0.3257634313019649,-0.3293909506864154,-0.5106200178283558,-0.020556165700819296,-0.33744546493629335,-0.4292683066351066,-1.5995441546200444,-0.07896470019849516,-0.8259875088023944,1.4146309607105139,-0.8791418721618286,1,bot_1,Penyerang Seimbang,-0.18960619066829254,-1.6706813427836449
